case_id,child_id,episode_id,note_date,note_type,note_text,author
,402,235,2024-07-27,service,Case review meeting held with team. Progress toward goals noted.,M. Johnson
,402,235,2025-03-26,visit,Parent-child visit supervised. Positive interaction observed.,K. Brown
,402,235,2025-05-07,assessment,Medical examination completed. All immunizations up to date.,M. Johnson
,402,235,2024-06-19,service,Monthly visit conducted. Child is adjusting well to school.,A. Williams
247.0,256,236,2024-11-18,visit,Court hearing scheduled for next month regarding permanency.,A. Williams
291.0,256,236,2023-02-21,court,Child expressed desire to maintain contact with siblings.,M. Johnson
247.0,256,236,2024-08-01,assessment,Safety concerns noted during home visit. Follow-up required.,J. Smith
291.0,256,236,2023-10-24,review,Medical examination completed. All immunizations up to date.,J. Smith
247.0,256,236,2022-08-15,visit,Initial assessment completed. Child appears safe in current placement.,M. Johnson
291.0,256,236,2022-07-25,assessment,Monthly visit conducted. Child is adjusting well to school.,K. Brown
259.0,185,237,2024-05-02,review,Monthly visit conducted. Child is adjusting well to school.,K. Brown
259.0,185,237,2025-09-19,visit,Safety concerns noted during home visit. Follow-up required.,J. Smith
259.0,185,237,2024-12-25,service,Parent-child visit supervised. Positive interaction observed.,R. Davis
259.0,185,237,2024-09-11,review,Monthly visit conducted. Child is adjusting well to school.,J. Smith
259.0,185,237,2024-06-13,court,Court hearing scheduled for next month regarding permanency.,R. Davis
259.0,185,237,2025-06-29,service,Safety concerns noted during home visit. Follow-up required.,J. Smith
259.0,185,237,2024-12-12,service,Monthly visit conducted. Child is adjusting well to school.,R. Davis
259.0,185,237,2025-02-14,assessment,Parent-child visit supervised. Positive interaction observed.,R. Davis
241.0,188,238,2023-01-31,service,Medical examination completed. All immunizations up to date.,K. Brown
241.0,188,238,2024-11-17,court,Parent-child visit supervised. Positive interaction observed.,J. Smith
241.0,188,238,2022-11-29,assessment,Initial assessment completed. Child appears safe in current placement.,R. Davis
241.0,188,238,2024-09-12,court,Safety concerns noted during home visit. Follow-up required.,K. Brown
241.0,188,238,2022-10-01,service,Monthly visit conducted. Child is adjusting well to school.,M. Johnson
241.0,188,238,2023-03-31,review,Court hearing scheduled for next month regarding permanency.,K. Brown
241.0,188,238,2025-06-24,visit,Case review meeting held with team. Progress toward goals noted.,J. Smith
241.0,188,238,2024-06-26,court,Medical examination completed. All immunizations up to date.,K. Brown
241.0,188,238,2024-05-08,visit,Initial assessment completed. Child appears safe in current placement.,A. Williams
241.0,188,238,2023-06-23,service,Court hearing scheduled for next month regarding permanency.,A. Williams
85.0,9,239,2024-10-14,review,Safety concerns noted during home visit. Follow-up required.,J. Smith
206.0,9,239,2025-04-09,court,Child expressed desire to maintain contact with siblings.,J. Smith
206.0,9,239,2022-08-16,court,Court hearing scheduled for next month regarding permanency.,J. Smith
85.0,9,239,2023-04-01,court,Monthly visit conducted. Child is adjusting well to school.,J. Smith
206.0,9,239,2023-12-17,court,Monthly visit conducted. Child is adjusting well to school.,M. Johnson
85.0,9,239,2025-09-16,review,Monthly visit conducted. Child is adjusting well to school.,M. Johnson
206.0,9,239,2022-10-02,court,Medical examination completed. All immunizations up to date.,R. Davis
206.0,9,239,2022-12-04,review,Therapeutic services initiated. Child responding well to counseling.,J. Smith
159.0,21,240,2027-07-17,court,Child expressed desire to maintain contact with siblings.,J. Smith
159.0,21,240,2027-04-11,court,Initial assessment completed. Child appears safe in current placement.,M. Johnson
159.0,21,240,2025-08-16,review,Initial assessment completed. Child appears safe in current placement.,J. Smith
159.0,21,240,2026-10-08,service,Safety concerns noted during home visit. Follow-up required.,K. Brown
159.0,21,240,2026-12-13,court,Court hearing scheduled for next month regarding permanency.,R. Davis
159.0,21,240,2027-01-02,visit,Safety concerns noted during home visit. Follow-up required.,M. Johnson
159.0,21,240,2025-12-13,visit,Educational needs assessment conducted. IEP recommended.,M. Johnson
159.0,21,240,2027-06-23,assessment,Medical examination completed. All immunizations up to date.,M. Johnson
159.0,21,240,2026-07-29,review,Therapeutic services initiated. Child responding well to counseling.,R. Davis
46.0,322,241,2024-05-04,visit,Child expressed desire to maintain contact with siblings.,M. Johnson
216.0,322,241,2024-09-04,assessment,Medical examination completed. All immunizations up to date.,A. Williams
46.0,322,241,2023-12-04,service,Case review meeting held with team. Progress toward goals noted.,K. Brown
216.0,322,241,2024-07-31,court,Parent-child visit supervised. Positive interaction observed.,R. Davis
46.0,322,241,2025-05-11,service,Therapeutic services initiated. Child responding well to counseling.,R. Davis
46.0,322,241,2024-05-09,visit,Child expressed desire to maintain contact with siblings.,R. Davis
,43,242,2023-08-07,assessment,Case review meeting held with team. Progress toward goals noted.,M. Johnson
,43,242,2025-10-09,review,Monthly visit conducted. Child is adjusting well to school.,M. Johnson
,43,242,2022-12-03,visit,Parent-child visit supervised. Positive interaction observed.,M. Johnson
,43,242,2022-06-10,visit,Child expressed desire to maintain contact with siblings.,M. Johnson
,43,242,2023-05-27,court,Monthly visit conducted. Child is adjusting well to school.,R. Davis
,43,242,2022-03-12,assessment,Monthly visit conducted. Child is adjusting well to school.,J. Smith
,143,243,2025-05-17,court,Parent-child visit supervised. Positive interaction observed.,K. Brown
,143,243,2025-05-26,assessment,Monthly visit conducted. Child is adjusting well to school.,A. Williams
,143,243,2025-07-12,service,Child expressed desire to maintain contact with siblings.,R. Davis
,143,243,2025-10-11,court,Educational needs assessment conducted. IEP recommended.,M. Johnson
,143,243,2025-09-29,assessment,Parent-child visit supervised. Positive interaction observed.,K. Brown
,143,243,2025-07-19,assessment,Parent-child visit supervised. Positive interaction observed.,K. Brown
,143,243,2025-08-23,court,Child expressed desire to maintain contact with siblings.,J. Smith
,143,243,2025-06-23,visit,Child expressed desire to maintain contact with siblings.,K. Brown
,143,243,2025-05-30,visit,Initial assessment completed. Child appears safe in current placement.,K. Brown
42.0,499,244,2025-03-08,visit,Therapeutic services initiated. Child responding well to counseling.,M. Johnson
42.0,499,244,2025-04-18,assessment,Child expressed desire to maintain contact with siblings.,J. Smith
42.0,499,244,2025-07-24,review,Educational needs assessment conducted. IEP recommended.,A. Williams
42.0,499,244,2025-04-28,service,Parent-child visit supervised. Positive interaction observed.,A. Williams
42.0,499,244,2025-07-26,court,Court hearing scheduled for next month regarding permanency.,K. Brown
42.0,499,244,2025-03-16,assessment,Initial assessment completed. Child appears safe in current placement.,M. Johnson
42.0,499,244,2025-10-20,service,Parent-child visit supervised. Positive interaction observed.,R. Davis
142.0,325,245,2022-09-28,court,Medical examination completed. All immunizations up to date.,A. Williams
142.0,325,245,2022-09-06,review,Therapeutic services initiated. Child responding well to counseling.,K. Brown
94.0,325,245,2022-03-29,review,Monthly visit conducted. Child is adjusting well to school.,M. Johnson
142.0,325,245,2023-09-18,assessment,Medical examination completed. All immunizations up to date.,R. Davis
94.0,325,245,2025-05-07,service,Medical examination completed. All immunizations up to date.,J. Smith
,358,246,2023-05-17,court,Medical examination completed. All immunizations up to date.,K. Brown
,358,246,2024-04-10,visit,Educational needs assessment conducted. IEP recommended.,M. Johnson
,358,246,2023-11-04,visit,Therapeutic services initiated. Child responding well to counseling.,K. Brown
,358,246,2024-01-09,court,Case review meeting held with team. Progress toward goals noted.,M. Johnson
,358,246,2024-06-11,review,Case review meeting held with team. Progress toward goals noted.,R. Davis
,45,247,2023-08-09,service,Educational needs assessment conducted. IEP recommended.,R. Davis
,45,247,2023-11-19,assessment,Safety concerns noted during home visit. Follow-up required.,J. Smith
,45,247,2025-09-27,court,Safety concerns noted during home visit. Follow-up required.,K. Brown
,45,247,2025-06-18,assessment,Medical examination completed. All immunizations up to date.,A. Williams
,45,247,2024-09-18,assessment,Child expressed desire to maintain contact with siblings.,R. Davis
,45,247,2023-05-19,visit,Monthly visit conducted. Child is adjusting well to school.,R. Davis
,45,247,2025-11-05,assessment,Parent-child visit supervised. Positive interaction observed.,K. Brown
,45,247,2025-10-06,visit,Parent-child visit supervised. Positive interaction observed.,K. Brown
,29,248,2025-07-14,visit,Monthly visit conducted. Child is adjusting well to school.,R. Davis
,29,248,2025-04-09,assessment,Parent-child visit supervised. Positive interaction observed.,M. Johnson
,29,248,2024-08-24,court,Monthly visit conducted. Child is adjusting well to school.,J. Smith
,29,248,2024-10-02,visit,Case review meeting held with team. Progress toward goals noted.,K. Brown
,29,248,2024-05-16,court,Case review meeting held with team. Progress toward goals noted.,K. Brown
,29,248,2024-08-15,visit,Safety concerns noted during home visit. Follow-up required.,M. Johnson
,29,248,2025-10-01,visit,Monthly visit conducted. Child is adjusting well to school.,A. Williams
,29,248,2025-09-17,review,Parent-child visit supervised. Positive interaction observed.,J. Smith
,29,248,2025-05-15,court,Medical examination completed. All immunizations up to date.,M. Johnson
130.0,62,249,2025-11-05,assessment,Child expressed desire to maintain contact with siblings.,A. Williams
130.0,62,249,2025-09-19,review,Case review meeting held with team. Progress toward goals noted.,M. Johnson
130.0,62,249,2025-10-19,visit,Child expressed desire to maintain contact with siblings.,A. Williams
146.0,488,250,2025-02-03,visit,Monthly visit conducted. Child is adjusting well to school.,R. Davis
238.0,488,250,2023-11-19,assessment,Court hearing scheduled for next month regarding permanency.,M. Johnson
146.0,488,250,2024-06-24,assessment,Parent-child visit supervised. Positive interaction observed.,M. Johnson
146.0,488,250,2024-05-18,court,Educational needs assessment conducted. IEP recommended.,J. Smith
238.0,488,250,2025-09-05,assessment,Case review meeting held with team. Progress toward goals noted.,M. Johnson
146.0,488,250,2023-11-30,assessment,Safety concerns noted during home visit. Follow-up required.,A. Williams
238.0,488,250,2025-10-01,assessment,Monthly visit conducted. Child is adjusting well to school.,M. Johnson
238.0,488,250,2025-02-25,visit,Court hearing scheduled for next month regarding permanency.,A. Williams
234.0,86,251,2025-03-06,service,Monthly visit conducted. Child is adjusting well to school.,J. Smith
234.0,86,251,2025-10-29,assessment,Monthly visit conducted. Child is adjusting well to school.,M. Johnson
234.0,86,251,2024-11-06,service,Parent-child visit supervised. Positive interaction observed.,M. Johnson
277.0,395,252,2025-10-14,service,Court hearing scheduled for next month regarding permanency.,R. Davis
